Data File,C:\Path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set up Time,5/5/2022 2:53:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Position,3-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate Type,PM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strain Type,NOT APPLICABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,StrainA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strain Name,StrainA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strain Number,StrainA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hour,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
6.75,49.2425,37.8899,39.1061,33.9462,27.8872,37.6612,32.0861,36.8563,38.922,32.7092,40.2673,51.4588,47.6206,27.9907,15.388,29.0727,34.5328,16.0056,21.9538,14.269,59.0814,31.175,27.3674,30.822,33.5593,29.6157,20.2194,17.2188,16.281,11.5786,14.6652,12.4753,14.1358,21.0316,24.3813,29.2756,31.2112,18.2458,17.1159,12.5882,11,13.1577,11,11,15.3956,17.986,21.8421,31.8956,40.8975,12.4797,12.8015,12.33,37.1069,11,11,11,13.9074,11,17.8271,47.4265,21.09,14.9437,14.4811,15.546,11,11,11,18.7135,20.3403,15.468,18.6305,28.5683,21.6294,16.9247,11,11,11,11,11,11,11.3329,18.1303,17.4884,34.0062,23.9356,22.9881,13.953,19.1105,12.4501,11,11,20.0457,124.1676,15.703,15.9043,36.8735
7,46.44,40.1114,39.2253,33.9015,31.4088,38.8942,34.5832,36.8685,38.1425,37.9367,44.0272,56.4403,45.084,28.0025,13.4907,27.4751,35.9009,18.8676,24.6141,18.6172,61.5504,33.0275,31.1759,31.7382,32.5062,27.7067,21.3374,18.1275,20.3442,12.7982,14.0624,13.5774,17.0116,23.28,27.2859,34.0991,30.3094,20.3013,16.8234,12.0686,11,12.5845,12.6976,11.7708,18.2825,22.0808,27.1807,37.6166,39.6806,13.7509,16.2723,13.7606,40.5392,11,11,11,15.4185,11.6437,22.8669,53.8779,22.8133,16.3948,14.0061,16.9156,11.9476,11,13.8785,16.5164,24.104,20.5763,22.5356,34.7526,25.8137,18.2853,16.3652,14.8551,15.8112,11,11,12.2206,14.8194,24.3188,20.7487,37.3599,27.0516,27.3536,16.5536,25.3354,17.6941,14.4072,12.1566,25.9645,127.0937,22.6004,20.9912,41.6005
7.25,39.8633,33.6433,30.4138,29.0623,26.2516,28.5028,24.666,28.9283,33.4984,33.1754,38.7324,56.5515,35.4412,21.3983,11,22.0011,33.1178,14.2607,19.9588,17.366,58.067,29.4355,29.0425,31.5108,26.2462,21.8927,16.953,16.5312,14.363,11.0448,13.0857,11,17.0453,21.7821,25.0995,36.0869,20.4301,20.1985,11.5241,11,11,11.5464,11,11,14.7904,21.248,22.4449,40.0564,36.3107,11,11.0611,11,36.8591,11,11,11,11,11,19.9855,58.3831,17.0469,16.9026,11,12.6598,11,11,13.3609,12.1207,23.3801,17.8301,22.6139,35.6317,26.5982,13.946,13.8332,12.7109,14.6086,11,11,12.0475,12.6514,25.3131,20.9347,42.1787,24.9811,29.982,16.7699,27.437,17.6775,14.5687,13.4774,28.595,127.914,22.288,20.0504,46.4593
7.5,48.3458,36.9277,38.0059,35.4031,28.1131,37.962,31.8317,35.5827,36.9208,35.8265,42.5915,60.7101,44.5891,28.489,13.4955,30.1863,37.7696,18.0972,24.0917,17.6781,61.4055,30.6369,28.9144,31.3734,31.7346,27.7559,19.5958,16.4635,18.9534,14.7537,14.3046,11.2532,15.6117,21.7179,25.5939,32.9157,31.798,24.482,15.3311,11.9586,11,15.4882,11,11,18.2022,21.2401,24.1733,33.5691,39.0563,12.8066,13.2189,11.2801,41.7547,11,11,11,11.6938,11,18.9164,56.7218,20.9433,14.6056,11.316,15.424,11,11,11.5554,15.1295,22.4849,17.5996,18.0809,30.6468,22.0796,18.0184,12.48,13.0163,11,11,11,11.5847,11.666,20.2118,18.6039,34.4626,22.7057,24.7121,15.0358,20.9709,13.6174,13.6079,11.2219,20.7055,125.986,18.296,17.1242,39.2957
7.75,46.1056,39.3973,34.9769,32.3252,28.3243,34.6478,33.6796,37.8964,36.5729,34.8944,41.2427,61.3291,41.5987,24.5019,12.7311,29.9131,40.122,18.6243,23.34,17.8718,61.9078,31.3525,29.2772,32.5881,31.7252,27.3059,18.1329,16.369,18.6682,15.3566,14.5598,11,16.4485,22.0664,25.9625,35.5425,28.2012,25.5496,16.2242,11,11,20.202,11.8222,11,18.0659,22.8757,23.8698,35.5959,38.2355,11.3925,11.7251,11,43.2905,11,11,11,11,11.3496,20.1337,64.1555,20.1064,16.6884,11,14.9459,11,11,12.7682,15.5379,23.2584,18.9256,18.0222,32.4174,23.7117,15.8307,15.5198,12.0233,13.6164,11,11,11,12.7385,22.7205,19.2428,37.5819,25.2514,27.1489,15.7143,21.995,14.7021,12.3614,13.5107,22.3494,128.7343,21.557,20.3311,39.9824
8,57.0215,46.9989,49.0334,43.9144,35.5656,46.9453,42.1072,48.8017,47.1947,39.6254,47.963,69.1207,53.7373,32.9451,21.2481,40.8036,50.8666,22.8934,29.633,23.8196,70.3179,36.0051,33.0398,36.271,41.0219,36.2433,24.8176,21.5835,26.5877,19.3652,15.8235,16.9962,19.1064,27.575,28.2211,38.4727,37.1774,32.0051,22.489,15.7908,14.6253,29.416,13.5417,15.6724,21.1595,23.6112,28.0821,36.3705,43.6526,18.5434,14.9893,15.6969,51.7479,11.511,11.4669,11.5994,15.3607,11.3936,21.4019,66.9109,25.3894,17.9236,13.5999,19.0485,11.9293,11,13.7011,18.7347,23.9495,20.0524,19.1753,32.9223,23.2827,20.0372,13.9261,13.1799,12.3194,11,11,11.6017,15.5247,18.1155,19.2054,34.2554,24.3115,24.6548,15.912,19.276,14.7397,11.0307,15.4243,20.9619,128.9022,19.423,18.9394,37.8417
8.25,53.6614,40.4743,45.6424,39.0609,31.4724,40.1301,34.9671,42.2414,38.592,35.1301,41.6897,63.1461,50.7757,29.4382,14.6172,34.5099,49.987,19.0042,27.001,16.9613,64.1194,30.1734,30.1023,31.0135,35.1227,30.1531,20.2411,16.7381,21.8037,15.9781,15.6864,12.1982,15.4129,22.4379,23.2134,37.0186,33.9379,29.0021,16.0494,12.2384,11,28.9467,11.6068,11,16.221,18.9639,21.7197,31.2388,38.94,15.3833,12.0345,12.3798,52.0438,11,11,11,12.2082,11,16.7837,67.4846,22.3067,14.7946,11.8512,15.9776,11,11,11,15.0073,21.4841,15.2881,16.8858,28.7891,21.6734,17.1064,11,11.0737,11,11,11,11,11,17.87,17.2768,30.7338,22.5838,21.7608,12.2039,17.265,11.8043,11,11.2377,17.23,124.9781,16.0808,14.5279,35.1135
8.5,42.452,33.4424,33.3242,29.1369,26.0245,32.4715,27.8153,34.3159,33.7236,33.9221,39.1177,63.0468,35.7112,21.5432,11,25.6277,49.0417,17.2575,22.1707,17.1335,61.9041,31.9864,33.5973,35.8792,29.9782,23.3177,15.2535,13.3872,16.8217,11.416,14.6784,11,15.697,19.3277,24.2876,43.2127,24.7548,28.7947,12.7342,11,11,29.9246,11.133,11,17.1658,21.8082,20.9225,39.0822,40.292,13.1756,11,11,54.7037,11,11,11,11.4064,12.0692,22.007,78.6983,21.0308,16.6951,11,15.9991,11,11,13.9113,13.0137,25.5391,19.0433,20.868,33.6444,25.6506,19.8074,13.6095,12.1052,16.1991,11,11,11.2648,13.9947,23.7784,20.8491,42.1245,27.1443,29.7555,17.3953,28.3113,16.3288,15.5067,15.4138,24.9964,130.6418,23.6002,21.6374,45.8038
8.75,59.3032,47.2338,49.6127,44.532,35.9283,49.1646,43.6452,48.7857,47.5329,40.1185,50.3532,72.7777,54.2743,33.1314,20.3862,38.6604,63.3677,22.6573,28.3562,23.6809,70.5911,36.5582,35.9272,34.7028,42.5792,36.1186,26.9835,20.7216,25.1297,19.1445,16.8133,16.6151,17.4828,23.7499,25.3878,40.9782,39.1568,35.7219,20.3665,16.2551,11,36.3856,13.5929,17.2607,19.5003,22.93,24.6138,36.0613,42.2046,16.572,14.331,15.2691,60.745,11,11,11,13.5578,11,17.4136,76.872,24.8536,14.6991,12.0043,17.4236,11.6933,11,11.0736,17.3602,23.0231,16.4422,17.8556,31.7801,22.3456,18.2493,11.3031,11.8669,11,11,11,11.9404,11,17.0777,18.2393,31.4845,24.8954,20.7081,12.9912,15.8917,11.4084,11,12.2732,15.264,127.706,17.0591,17.0171,36.5572
9,41.76,31.2381,33.2959,30.0604,26.6771,33.3931,26.1479,31.9245,32.9231,33.7054,40.6446,65.7951,37.4384,22.2083,11,26.3975,53.7956,15.3577,22.5415,14.9894,61.0247,30.0117,32.9938,32.4575,30.3344,21.4785,14.2876,12.8072,14.9889,11.7286,13.9544,11.2239,15.228,19.4389,23.2533,44.1765,23.8874,28.1013,11,11,11,29.7238,11,11,13.9118,20.4735,22.6127,36.0753,35.8579,11,11,11,62.2999,11,11,11,11,11,20.2375,85.2015,17.0613,15.2526,11,13.8336,11,11,11,11,23.9678,14.5948,17.1295,31.8588,22.9659,16.5368,12.4824,11,12.9099,11,11,11,11,20.9452,19.8897,38.0116,27.3906,27.042,14.1587,22.8342,13.9057,11.479,11.3868,18.5529,129.5502,20.9595,20.8214,43.1828
9.25,52.79,42.0007,43.5167,36.6991,30.3068,41.0898,32.8425,40.3273,38.3664,33.8377,42.7854,68.8371,49.2649,29.7276,15.6708,33.8732,62.7238,19.3217,24.2361,19.7516,63.9034,32.1897,35.5825,31.3636,37.3282,29.0487,23.4393,19.0086,21.5813,15.3331,16.9372,15.2565,17.3667,21.4005,23.8762,44.7953,32.5036,36.4442,19.9054,14.4633,15.295,38.7273,12.5885,12.2717,19.3019,20.1786,23.583,34.5843,40.6615,15.1987,14.8466,12.8573,70.418,11,11,11,13.9754,11.8014,19.984,85.6606,23.9917,18.9048,17.1224,20.911,15.3541,11.5184,11.1906,17.3411,22.2017,16.4104,17.4165,30.8782,23.6153,18.7816,13.4402,14.9415,14.0062,11,11,14.324,11.5225,21.6243,20.9279,35.4392,28.2048,29.0071,20.5377,23.9125,18.5425,14.4856,13.8781,19.3103,129.3995,20.3735,20.6055,39.3718
9.5,50.2428,36.9935,39.3753,33.6763,27.2924,39.144,28.4935,33.0898,34.8843,29.24,37.7594,65.065,47.9713,27.0224,13.957,31.2617,62.8257,14.0844,18.1952,16.6128,59.8516,26.1938,32.3788,25.6445,37.1235,27.6535,18.0259,14.9527,19.1393,11.8046,13.0955,11.8525,12.5946,17.0778,21.363,37.8534,33.0969,31.4786,16.7009,12.2806,11.5733,38.5556,11,11,15.0518,17.26,18.7898,27.9129,35.4417,12.3036,11.9578,11,70.5503,11,11,11,11.1018,11,15.9334,86.0229,22.756,14.2025,11.9583,18.5269,11.0904,11,11,13.6075,20.7512,12.9268,13.7172,24.1361,20.9499,16.8514,11,11,11,11,11,11.6781,11,16.2642,16.0867,32.1026,27.4179,24.7038,16.8002,21.851,15.1543,11,11,14.1607,125.0583,15.3267,16.0684,35.55
9.75,47.9297,37.256,39.3283,32.5278,29.9311,38.6423,31.98,34.9223,35.3949,33.4642,40.4822,70.3071,40.8779,22.9497,11.3278,28.8075,64.2768,14.5993,21.9669,20.5575,63.1247,29.7292,35.4735,32.3727,35.5164,26.7767,16.7393,16.0361,17.9744,14.0726,13.3963,13.138,16.2815,21.2523,23.4702,48.5834,28.5741,33.3013,11.9773,11,11,40.1266,11.7932,13.253,16.6962,19.9495,23.1251,37.2122,37.4971,11.1356,12.6456,11,74.0399,11,11,11,11,11,19.3691,96.3991,20.1792,13.0698,11.0755,14.7213,11,11,12.8813,12.8424,23.3671,16.2826,18.9929,32.1528,23.6605,15.6275,11.7246,13.0348,11.8228,11,11,11,11,19.1345,19.1247,38.5085,25.6123,24.8311,14.8547,23.1337,15.7991,11.5527,13.087,17.3748,128.5975,20.744,20.0655,41.0718
10,47.2778,36.5553,39.2887,33.7238,31.4648,39.4067,31.6667,35.9467,38.8796,37.0339,42.653,71.1565,40.3251,26.4286,11.7046,28.8573,69.8719,18.55,24.7975,20.8073,65.7748,32.048,39.5454,34.9697,35.8125,26.6698,20.6521,18.4017,18.7225,15.7984,15.748,15.5308,17.4358,21.5346,25.975,53.3057,29.5304,34.2539,12.981,11,11,41.7629,13.9918,13.7638,18.4569,22.6599,24.0265,38.6613,35.973,12.4793,12.6811,11.6349,79.0885,11,11,11,11.5506,11,21.3348,102.6309,21.5689,15.7332,13.5223,15.034,13.8787,11,11.8804,13.3896,25.3187,20.5714,18.9195,34.1238,25.4431,18.4915,12.901,11.8952,14.6557,11,11,12.9763,13.0291,20.8592,19.5006,42.0807,28.4153,28.4633,15.294,24.3513,16.0674,13.7486,14.0444,18.1103,131.9974,22.9437,22.4239,47.2822
10.25,52.5635,42.0983,44.9362,41.2915,35.4673,46.802,35.765,41.9598,40.6665,39.4528,45.0963,77.8071,45.8951,30.1855,16.5003,35.9734,77.3218,20.6611,28.0869,26.7284,70.6257,35.2359,39.9746,35.0282,41.5397,32.8004,25.2364,22.1934,25.0121,19.3617,19.6774,18.3761,20.3884,23.2294,27.6621,55.8111,33.7008,40.6437,18.4049,14.8451,14.9434,51.1079,13.9304,15.4068,19.4234,23.744,27.9583,39.6388,41.3328,16.8824,16.7159,14.6113,86.0232,11,11,12.0149,14.8409,11,21.9388,106.865,24.9866,19.743,14.2345,18.4149,14.9555,11,14.7501,15.0048,25.5563,19.483,20.0777,37.2006,27.2181,20.9921,15.5539,15.416,15.8205,11.6512,11,15.6529,14.1053,22.8481,21.0408,40.5782,32.2265,29.8639,19.1301,23.8171,17.2874,15.6239,14.5866,19.4227,133.5716,20.3387,25.9587,44.958
10.5,42.4371,30.5313,33.9988,30.2918,28.6947,33.9857,25.4351,31.8654,33.1049,32.7875,37.647,69.1844,36.268,20.4497,11,26.2633,71.5857,14.4756,20.6625,19.7497,63.8697,29.2769,36.2346,32.7668,31.8836,24.4879,14.536,15.4851,17.3355,13.8066,12.5904,11.2103,15.5745,18.1754,21.6594,54.9552,24.1337,32.1273,11,11,11,42.7873,11,11,14.6633,19.3428,22.806,35.8297,34.7907,11,11,11,84.3913,11,11,11,11,11,20.2236,110.6617,17.9619,14.1502,11,13.917,11,11,12.5214,11,25.0518,15.7969,18.5925,33.6476,23.8059,15.1237,11,12.3137,12.7661,11,11,11.3688,11.1901,21.5335,18.295,41.1619,31.2696,28.5622,18.4154,23.9003,15.6075,15.1361,12.2965,20.2382,131.1324,22.2133,22.8537,46.1929
10.75,45.6884,35.231,40.0109,34.272,28.8314,41.4708,29.9118,35.9016,35.9755,33.792,42.0005,68.4128,39.5201,23.1003,11,29.9578,75.4838,15.2192,21.27,20.2302,66.1735,30.076,39.0714,30.7623,35.4487,26.1145,16.1229,16.6882,19.868,15.9344,12.5427,13.9994,15.3159,19.4421,21.8911,56.5549,27.4773,36.3814,14.0807,11,11,48.2058,11,11,14.9,20.5157,23.1821,36.0252,35.1443,11,11.5336,11,89.1027,11,11,11,11,11,17.9878,112.9067,22.4641,13.3173,11,13.1675,11,11,11,11,23.2068,14.5394,15.5985,33.7477,21.6768,14.4087,11,12.6666,11.7707,11,11,11,11,19.2257,15.7763,38.0447,28.9625,26.6738,16.7902,20.7442,12.0057,11,11,16.0754,129.711,18.1693,20.6414,43.8449
11,54.8395,42.7961,50.1467,43.6448,36.2385,50.6552,37.2581,46.3924,43.0852,39.8633,49.4334,74.8498,50.4379,28.7109,18.3745,40.2249,84.3905,19.3389,28.0198,27.659,73.0644,36.594,43.6923,36.5543,43.1811,33.3236,23.5612,20.948,25.8428,20.4834,17.5,18.6945,18.6164,23.2745,24.9072,60.9922,36.0616,40.0106,17.9502,15.5889,11.6586,55.2447,12.7743,15.0993,17.6149,22.0249,26.3815,36.8076,39.0106,13.9792,12.7855,12.9651,95.2621,11,11,11.3938,13.358,11,18.7512,111.6114,24.1234,16.9914,11,17.4894,13.3637,11,12.5469,15.9621,25.1296,16.9046,16.4933,32.5561,21.7608,17.9874,11.3168,15.0704,11,11,11,15.2034,11,16.9723,17.3766,34.4818,28.8564,21.5003,14.4185,17.9993,13.2193,11.3219,12.2831,13.7862,131.5438,16.1276,22.4111,42.1746
11.25,41.9919,32.713,36.6738,31.9644,30.281,40.4538,23.6468,30.2737,33.3837,34.0236,39.3872,68.6396,36.6422,21.0528,11,27.1524,81.9266,15.784,22.4453,26.1006,64.8296,31.625,39.5853,34.6554,34.9367,24.7447,12.6579,15.3258,17.6866,13.8114,13.6132,15.0674,13.9747,19.1434,24.1359,63.8643,26.383,38.8571,12.7826,11,11,53.2461,11,11,15.4769,20.5417,23.1484,36.716,35.9773,11,11,11,95.6454,11,11,11,11.5241,11,20.5091,121.2862,19.7281,14.9946,11,16.0023,11.6671,11,11.561,11,26.4744,16.7921,16.7183,35.9554,23.8743,18.5938,13.4609,11.591,16.0867,11,11,12.4759,12.7225,23.3248,19.8265,44.6556,32.1076,28.6611,20.0011,26.3986,17.3033,22.2183,14.4402,22.842,135.0409,23.9788,25.9926,49.1925
11.5,54.0774,43.3722,50.4083,42.645,39.993,52.7695,37.3736,44.568,44.365,40.1281,46.8714,74.2378,49.0696,30.0449,16.0429,39.3493,89.8479,19.5937,27.3589,33.5965,73.2909,34.9652,44.0884,35.4653,44.7683,36.1753,25.3878,21.9995,23.6691,20.9195,14.9355,20.3843,19.3307,22.7291,27.9388,63.0175,34.7585,43.8412,18.7183,14.0791,11.9457,60.8129,14.243,16.0087,18.0375,22.0814,26.4011,40.6001,39.2939,15.2384,13.5148,11,103.0939,11,11,11.4105,12.3514,11,20.6033,119.9777,25.9329,16.5095,14.0511,16.8496,13.41,11,13.3914,16.0508,25.7783,18.9211,18.9362,34.8073,24.3219,17.8996,13.8216,14.5703,12.2618,11,11,13.5138,11,18.9613,19.1883,38.3879,31.1642,24.1927,16.5831,20.956,14.6808,15.517,14.6102,18.4711,132.9126,19.839,25.8154,45.2414
11.75,44.665,33.5188,39.5109,33.6476,30.8224,43.0605,27.495,32.0342,35.4886,36.3603,39.8803,70.3592,38.684,23.8593,12.3082,32.2575,85.5019,14.5612,20.7623,30.0584,65.861,30.9713,41.661,35.1806,36.1549,24.9051,16.8098,17.6003,18.4371,16.3979,14.891,16.4937,16.302,20.1784,24.696,68.4506,27.7273,44.2091,11.604,11,12.0899,59.8179,11.0741,12.0584,15.0562,20.1969,25.1861,39.3698,35.8456,11.1216,11.0917,11,104.9794,11,11,11,13.7245,11,20.4428,123.8321,24.4352,17.4852,12.6892,16.2264,13.9567,11,11.7389,11.6784,26.0064,18.8408,19.1654,37.3497,25.5434,18.6022,13.5907,14.1212,16.6556,11,11,15.1202,12.9345,23.2593,19.7278,44.2296,36.085,32.6007,18.4728,26.6295,17.9547,22.9088,16.2197,23.476,134.9122,23.2308,28.0764,48.0105
12,54.0197,42.7547,49.3085,43.135,37.8531,57.8962,36.0369,44.8107,44.5282,39.9087,47.5961,74.1181,50.1293,31.6566,16.8683,43.5169,91.4392,19.9079,27.6892,38.9166,72.8865,35.7045,45.9006,37.5772,44.8318,35.0814,24.8847,22.0769,25.7158,20.6797,17.7827,21.4186,20.031,23.7094,25.5986,69.9125,36.4605,48.8627,21.0847,16.1982,14.4296,66.6539,15.7708,14.7728,19.23,23.135,27.5989,39.9379,39.7458,16.4212,14.2963,15.6475,114.6446,11,11,11.3968,15.9099,11.3659,19.7118,126.5087,28.9393,19.0402,15.6675,20.2433,18.7423,12.4257,14.6174,14.789,27.3825,19.8433,17.9029,37.4069,26.6076,19.8738,15.864,18.4933,15.9038,11,11,16.3073,12.9113,22.3253,20.8977,40.8082,35.8422,28.5479,22.6222,24.1769,18.0263,23.0586,16.0973,21.4071,136.5081,23.418,28.137,47.4035
12.25,47.1255,36.7344,43.7918,38.1633,34.6201,47.5267,30.2332,33.6202,34.9847,34.0716,38.5922,73.0117,47.4579,26.825,13.8461,38.9768,88.3856,16.4986,20.4943,39.0679,64.1845,29.0156,44.0229,31.6537,41.7871,29.9505,18.4529,19.6867,22.4576,16.2208,14.6671,17.9906,16.2496,21.8919,26.4561,72.1888,32.7869,50.0632,19.8247,15.152,14.6238,69.4767,12.7784,12.6068,16.9636,21.708,23.6504,37.0757,36.5106,13.753,14.039,12.5596,115.6607,11.3205,11,12.5787,15.1817,11.1165,21.699,128.879,26.4567,21.9155,16.659,21.6074,19.9354,13.0384,14.3269,13.3562,28.7793,18.4078,18.1662,34.6529,27.6256,19.3702,13.945,17.4174,17.1109,11.03,11.1027,17.8756,16.4984,23.8483,21.8243,44.6064,40.6569,35.1821,24.277,31.2103,21.4069,31.4286,18.7251,23.6686,135.8559,25.0206,28.7428,50.724
12.5,52.8188,39.7197,52.1632,41.6288,39.8322,55.3138,34.4274,40.733,40.831,38.6366,43.5841,77.2997,48.7636,28.6823,13.7569,42.7706,91.5322,18.8034,25.6803,45.847,72.6909,32.7401,45.2956,38.5492,46.4751,32.0838,20.9583,22.703,25.1884,20.0147,16.7076,18.432,17.0347,21.5954,26.1588,73.1258,33.7087,51.1347,17.3755,14.2373,12.8693,69.7701,13.85,14.117,18.2096,22.0981,25.8605,40.808,37.2428,13.3505,14.2697,11.9973,119.2063,11,11,11.2649,14.8659,11,20.6256,129.5679,27.2007,18.961,16.1199,19.1364,16.2176,11.8052,14.3682,14.5588,26.9015,18.9338,16.8312,37.6152,25.772,18.1753,12.9045,16.8657,11.2873,11,11,16.988,14.1205,21.6117,20.0378,39.4206,36.3769,27.9964,19.9493,22.2184,17.4461,22.443,16.6684,20.0051,135.7057,21.8286,26.8617,47.325
12.75,62.3364,46.7489,58.648,49.6753,43.4287,61.643,38.4955,45,42.1718,39.821,44.7086,77.0913,62.0425,35.9137,22.086,53.2601,97.5888,22.1458,28.5004,48.7784,72.8519,31.805,41.6504,33.6359,55.1242,39.6627,29.1849,27.9364,33.821,25.5097,17.2781,22.4716,18.7716,23.1285,26.1563,70.7584,45.1952,60.5274,27.6913,23.9717,19.0277,79.8316,16.3721,16.1972,18.6449,20.1064,23.4407,34.0585,43.0696,19.8564,19.2789,16.7564,125.6598,11.382,11,14.9955,19.0637,11,19.8307,128.4652,35.7856,25.2013,21.6462,26.2775,27.0644,16.9577,13.2628,18.3195,25.9418,20.3087,12.429,31.887,29.6152,22.8621,14.2483,20.0853,14.0985,13.461,11,20.4536,15.3167,19.1392,18.2373,35.7441,42.5179,32.1519,27.6179,24.9776,23.1247,27.7627,18.0794,20.6166,133.3596,22.5186,29.5162,42.1958
13,42.194,28.6792,44.7,34.746,32.3067,46.3181,23.698,27.5327,29.8251,31.9066,35.0086,72.5135,40.1508,23.1317,11.1889,35.1053,85.9844,14.8055,18.6284,44.123,61.9506,23.1613,39.5148,29.7034,42.1478,22.5962,14.422,18.2722,21.1095,18.3459,14.1888,14.4211,15.4091,18.6347,22.3101,79.2676,29.6519,53.1193,12.5615,13.8381,13.6024,76.0515,11.3871,11,14.2088,17.3252,18.108,37.5183,33.4697,11,11,11,123.9679,11,11,11.6053,14.3431,11,19.4794,133.3846,25.577,20.5155,15.5987,20.8689,18.9086,11.3593,12.717,11,27.4509,16.318,16.5634,34.1792,26.6321,18.1662,15.0033,17.129,16.878,11,11.0445,17.1827,15.2897,24.9861,20.9367,43.6242,44.5084,38.2214,28.1516,31.231,23.6916,36.5688,16.6647,25.2814,136.9439,26.3491,32.0555,51.6957
13.25,45.0148,34.5082,52.032,41.3244,38.3854,52.7981,29.6331,34.6736,38.149,37.2983,40.1775,79.7765,39.6742,26.2795,12.4125,41.7873,89.6749,18.1132,22.1412,52.2891,69.1812,32.7544,43.6498,35.6405,47.4472,27.577,17.6974,22.935,26.3892,22.0688,15.6838,18.9277,17.4987,22.3635,27.6462,83.0895,30.7726,57.2695,15.4969,13.9539,12.8048,78.7137,14.4246,11.8615,17.1543,24.1016,25.2147,41.4976,35.8665,13.0422,12.3817,11,127.0092,11,11,12.3806,14.5706,11,21.7007,136.6508,26.0515,20.8004,15.3232,19.7248,21.7606,13.1246,13.5559,11.8799,28.8873,19.2839,18.0897,38.6503,27.8824,18.9471,15.1693,19.6558,17.1141,11,11,18.2114,14.7113,23.7734,22.059,46.9664,41.8559,32.88,23.6402,29.6783,22.2514,33.1648,16.931,25.3148,139.0646,26.1307,34.6533,55.5613
13.5,49.4541,36.6455,55.8293,47.3402,40.8293,60.6326,34.983,40.8753,40.0799,42.3646,44.6826,83.863,43.2896,28.6751,15.0118,48.0825,93.1944,18.604,25.1464,58.3758,74.8342,34.9581,45.7404,39.9179,51.435,31.1045,19.6383,23.5882,27.565,22.9226,15.578,19.9589,19.1796,23.8613,27.652,84.3746,34.5189,60.5045,17.2448,14.9352,12.1053,82.9065,13.8191,13.8272,19.681,25.73,26.8791,43.8298,36.871,11.6096,13.0808,12.1302,132.199,11,11,12.2555,17.1306,11,20.1538,138.4899,27.3285,18.9001,14.875,19.3487,23.0036,12.3184,15.9863,12.8003,28.6901,21.4401,17.0884,40.1716,27.8187,20.7175,15.1689,18.9796,14.6316,11,11,20.0717,14.7309,23.5855,21.6213,41.9838,41.9913,28.685,24.1908,24.8717,19.531,31.2964,18.1867,26.3202,139.1692,24.913,33.1201,52.198
